date,home_team,away_team,home_team_continent,away_team_continent,tournament,home_team_result
01-07-2018,Russia,Spain,Europe,Europe,FIFA World Cup,Win
01-07-2018,Croatia,Denmark,Europe,Europe,FIFA World Cup,Win
02-07-2018,Brazil,Mexico,South America,North America,FIFA World Cup,Win
02-07-2018,Belgium,Japan,Europe,Asia,FIFA World Cup,Win
03-07-2018,Sweden,Switzerland,Europe,Europe,FIFA World Cup,Win
03-07-2018,Colombia,England,South America,Europe,FIFA World Cup,Lose
06-07-2018,Uruguay,France,South America,Europe,FIFA World Cup,Lose
06-07-2018,Brazil,Belgium,South America,Europe,FIFA World Cup,Lose
07-07-2018,Sweden,England,Europe,Europe,FIFA World Cup,Lose
07-07-2018,Russia,Croatia,Europe,Europe,FIFA World Cup,Lose
10-07-2018,France,Belgium,Europe,Europe,FIFA World Cup,Win
11-07-2018,Croatia,England,Europe,Europe,FIFA World Cup,Win
14-07-2018,Belgium,England,Europe,Europe,FIFA World Cup,Win
15-07-2018,France,Croatia,Europe,Europe,FIFA World Cup,Win
