date,home_team,away_team,home_team_continent,away_team_continent,tournament,home_team_result
08-08-1993,Bolivia,Uruguay,South America,South America,FIFA World Cup qualification,Win
08-08-1993,Ecuador,Venezuela,South America,South America,FIFA World Cup qualification,Win
08-08-1993,Paraguay,Argentina,South America,South America,FIFA World Cup qualification,Lose
08-08-1993,Peru,Colombia,South America,South America,FIFA World Cup qualification,Lose
15-08-1993,Australia,Canada,Oceania,North America,FIFA World Cup qualification,Win
15-08-1993,Bolivia,Ecuador,South America,South America,FIFA World Cup qualification,Win
15-08-1993,Colombia,Argentina,South America,South America,FIFA World Cup qualification,Win
15-08-1993,Uruguay,Brazil,South America,South America,FIFA World Cup qualification,Draw
22-08-1993,Argentina,Peru,South America,South America,FIFA World Cup qualification,Win
22-08-1993,Bolivia,Venezuela,South America,South America,FIFA World Cup qualification,Win
22-08-1993,Brazil,Ecuador,South America,South America,FIFA World Cup qualification,Win
22-08-1993,Paraguay,Colombia,South America,South America,FIFA World Cup qualification,Draw
22-08-1993,Sweden,France,Europe,Europe,FIFA World Cup qualification,Draw
25-08-1993,Austria,Finland,Europe,Europe,FIFA World Cup qualification,Win
25-08-1993,Denmark,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
29-08-1993,Argentina,Paraguay,South America,South America,FIFA World Cup qualification,Draw
29-08-1993,Brazil,Bolivia,South America,South America,FIFA World Cup qualification,Win
29-08-1993,Colombia,Peru,South America,South America,FIFA World Cup qualification,Win
29-08-1993,Uruguay,Venezuela,South America,South America,FIFA World Cup qualification,Win
05-09-1993,Argentina,Colombia,South America,South America,FIFA World Cup qualification,Lose
05-09-1993,Brazil,Venezuela,South America,South America,FIFA World Cup qualification,Win
05-09-1993,Ecuador,Uruguay,South America,South America,FIFA World Cup qualification,Lose
05-09-1993,Estonia,Portugal,Europe,Europe,FIFA World Cup qualification,Lose
05-09-1993,Peru,Paraguay,South America,South America,FIFA World Cup qualification,Draw
08-09-1993,Albania,Denmark,Europe,Europe,FIFA World Cup qualification,Lose
08-09-1993,Bulgaria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
08-09-1993,England,Poland,Europe,Europe,FIFA World Cup qualification,Win
08-09-1993,Faroe Islands,Romania,Europe,Europe,FIFA World Cup qualification,Lose
08-09-1993,Finland,France,Europe,Europe,FIFA World Cup qualification,Lose
08-09-1993,Hungary,Russia,Europe,Europe,FIFA World Cup qualification,Lose
08-09-1993,Iceland,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
08-09-1993,Republic of Ireland,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
08-09-1993,Northern Ireland,Latvia,Europe,Europe,FIFA World Cup qualification,Win
08-09-1993,Scotland,Switzerland,Europe,Europe,FIFA World Cup qualification,Draw
12-09-1993,Uruguay,Bolivia,South America,South America,FIFA World Cup qualification,Win
12-09-1993,Venezuela,Ecuador,South America,South America,FIFA World Cup qualification,Win
19-09-1993,Brazil,Uruguay,South America,South America,FIFA World Cup qualification,Win
19-09-1993,Ecuador,Bolivia,South America,South America,FIFA World Cup qualification,Draw
22-09-1993,Albania,Spain,Europe,Europe,FIFA World Cup qualification,Lose
22-09-1993,Estonia,Italy,Europe,Europe,FIFA World Cup qualification,Lose
22-09-1993,Norway,Poland,Europe,Europe,FIFA World Cup qualification,Win
22-09-1993,San Marino,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
25-09-1993,Nigeria,Côte d'Ivoire,Africa,Africa,FIFA World Cup qualification,Win
26-09-1993,Zambia,Senegal,Africa,Africa,FIFA World Cup qualification,Win
26-09-1993,Zimbabwe,Guinea,Africa,Africa,FIFA World Cup qualification,Win
08-10-1993,Algeria,Nigeria,Africa,Africa,FIFA World Cup qualification,Draw
10-10-1993,Cameroon,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Win
10-10-1993,Morocco,Zambia,Africa,Africa,FIFA World Cup qualification,Win
12-10-1993,Luxembourg,Greece,Europe,Europe,FIFA World Cup qualification,Lose
13-10-1993,Bulgaria,Austria,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Denmark,Northern Ireland,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,France,Israel,Europe,Europe,FIFA World Cup qualification,Lose
13-10-1993,Republic of Ireland,Spain,Europe,Europe,FIFA World Cup qualification,Lose
13-10-1993,Italy,Scotland,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Netherlands,England,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Poland,Norway,Europe,Europe,FIFA World Cup qualification,Lose
13-10-1993,Portugal,Switzerland,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Romania,Belgium,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Sweden,Finland,Europe,Europe,FIFA World Cup qualification,Win
13-10-1993,Wales,Cyprus,Europe,Europe,FIFA World Cup qualification,Win
15-10-1993,Korea DPR,Iraq,Asia,Asia,FIFA World Cup qualification,Win
15-10-1993,Saudi Arabia,Japan,Asia,Asia,FIFA World Cup qualification,Draw
16-10-1993,IR Iran,Korea Republic,Asia,Asia,FIFA World Cup qualification,Lose
18-10-1993,Japan,IR Iran,Asia,Asia,FIFA World Cup qualification,Lose
18-10-1993,Korea DPR,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Lose
19-10-1993,Iraq,Korea Republic,Asia,Asia,FIFA World Cup qualification,Draw
21-10-1993,Korea DPR,Japan,Asia,Asia,FIFA World Cup qualification,Lose
22-10-1993,IR Iran,Iraq,Asia,Asia,FIFA World Cup qualification,Lose
22-10-1993,Korea Republic,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
24-10-1993,Iraq,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
25-10-1993,IR Iran,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
25-10-1993,Japan,Korea Republic,Asia,Asia,FIFA World Cup qualification,Win
27-10-1993,Hungary,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
27-10-1993,Israel,Austria,Europe,Europe,FIFA World Cup qualification,Draw
27-10-1993,Turkey,Poland,Europe,Europe,FIFA World Cup qualification,Win
28-10-1993,Iraq,Japan,Asia,Asia,FIFA World Cup qualification,Draw
28-10-1993,Korea Republic,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
28-10-1993,Saudi Arabia,IR Iran,Asia,Asia,FIFA World Cup qualification,Win
31-10-1993,Australia,Argentina,Oceania,South America,FIFA World Cup qualification,Draw
10-11-1993,Austria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
10-11-1993,Israel,Finland,Europe,Europe,FIFA World Cup qualification,Lose
10-11-1993,Portugal,Estonia,Europe,Europe,FIFA World Cup qualification,Win
10-11-1993,Turkey,Norway,Europe,Europe,FIFA World Cup qualification,Win
17-11-1993,Argentina,Australia,South America,Oceania,FIFA World Cup qualification,Win
17-11-1993,France,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
17-11-1993,Greece,Russia,Europe,Europe,FIFA World Cup qualification,Win
17-11-1993,Italy,Portugal,Europe,Europe,FIFA World Cup qualification,Win
17-11-1993,Malta,Scotland,Europe,Europe,FIFA World Cup qualification,Lose
17-11-1993,Northern Ireland,Republic of Ireland,Europe,Europe,FIFA World Cup qualification,Draw
17-11-1993,Poland,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
17-11-1993,San Marino,England,Europe,Europe,FIFA World Cup qualification,Lose
17-11-1993,Spain,Denmark,Europe,Europe,FIFA World Cup qualification,Win
17-11-1993,Switzerland,Estonia,Europe,Europe,FIFA World Cup qualification,Win
17-11-1993,Wales,Romania,Europe,Europe,FIFA World Cup qualification,Lose
17-06-1994,Germany,Bolivia,Europe,South America,FIFA World Cup,Win
17-06-1994,Spain,Korea Republic,Europe,Asia,FIFA World Cup,Draw
18-06-1994,Colombia,Romania,South America,Europe,FIFA World Cup,Lose
18-06-1994,Italy,Republic of Ireland,Europe,Europe,FIFA World Cup,Lose
18-06-1994,USA,Switzerland,North America,Europe,FIFA World Cup,Draw
19-06-1994,Belgium,Morocco,Europe,Africa,FIFA World Cup,Win
19-06-1994,Cameroon,Sweden,Africa,Europe,FIFA World Cup,Draw
19-06-1994,Norway,Mexico,Europe,North America,FIFA World Cup,Win
20-06-1994,Brazil,Russia,South America,Europe,FIFA World Cup,Win
20-06-1994,Netherlands,Saudi Arabia,Europe,Asia,FIFA World Cup,Win
21-06-1994,Argentina,Greece,South America,Europe,FIFA World Cup,Win
21-06-1994,Germany,Spain,Europe,Europe,FIFA World Cup,Draw
21-06-1994,Nigeria,Bulgaria,Africa,Europe,FIFA World Cup,Win
22-06-1994,Romania,Switzerland,Europe,Europe,FIFA World Cup,Lose
22-06-1994,USA,Colombia,North America,South America,FIFA World Cup,Win
23-06-1994,Italy,Norway,Europe,Europe,FIFA World Cup,Win
23-06-1994,Korea Republic,Bolivia,Asia,South America,FIFA World Cup,Draw
24-06-1994,Brazil,Cameroon,South America,Africa,FIFA World Cup,Win
24-06-1994,Mexico,Republic of Ireland,North America,Europe,FIFA World Cup,Win
24-06-1994,Sweden,Russia,Europe,Europe,FIFA World Cup,Win
25-06-1994,Argentina,Nigeria,South America,Africa,FIFA World Cup,Win
25-06-1994,Belgium,Netherlands,Europe,Europe,FIFA World Cup,Win
25-06-1994,Saudi Arabia,Morocco,Asia,Africa,FIFA World Cup,Win
26-06-1994,Bulgaria,Greece,Europe,Europe,FIFA World Cup,Win
26-06-1994,Switzerland,Colombia,Europe,South America,FIFA World Cup,Lose
26-06-1994,USA,Romania,North America,Europe,FIFA World Cup,Lose
27-06-1994,Bolivia,Spain,South America,Europe,FIFA World Cup,Lose
27-06-1994,Germany,Korea Republic,Europe,Asia,FIFA World Cup,Win
28-06-1994,Brazil,Sweden,South America,Europe,FIFA World Cup,Draw
28-06-1994,Republic of Ireland,Norway,Europe,Europe,FIFA World Cup,Draw
28-06-1994,Italy,Mexico,Europe,North America,FIFA World Cup,Draw
28-06-1994,Russia,Cameroon,Europe,Africa,FIFA World Cup,Win
29-06-1994,Belgium,Saudi Arabia,Europe,Asia,FIFA World Cup,Lose
29-06-1994,Morocco,Netherlands,Africa,Europe,FIFA World Cup,Lose
30-06-1994,Argentina,Bulgaria,South America,Europe,FIFA World Cup,Lose
30-06-1994,Greece,Nigeria,Europe,Africa,FIFA World Cup,Lose
02-07-1994,Germany,Belgium,Europe,Europe,FIFA World Cup,Win
02-07-1994,Spain,Switzerland,Europe,Europe,FIFA World Cup,Win
03-07-1994,Romania,Argentina,Europe,South America,FIFA World Cup,Win
03-07-1994,Saudi Arabia,Sweden,Asia,Europe,FIFA World Cup,Lose
04-07-1994,Netherlands,Republic of Ireland,Europe,Europe,FIFA World Cup,Win
04-07-1994,USA,Brazil,North America,South America,FIFA World Cup,Lose
05-07-1994,Mexico,Bulgaria,North America,Europe,FIFA World Cup,Lose
05-07-1994,Nigeria,Italy,Africa,Europe,FIFA World Cup,Lose
09-07-1994,Italy,Spain,Europe,Europe,FIFA World Cup,Win
09-07-1994,Netherlands,Brazil,Europe,South America,FIFA World Cup,Lose
10-07-1994,Bulgaria,Germany,Europe,Europe,FIFA World Cup,Win
10-07-1994,Romania,Sweden,Europe,Europe,FIFA World Cup,Lose
13-07-1994,Bulgaria,Italy,Europe,Europe,FIFA World Cup,Lose
13-07-1994,Sweden,Brazil,Europe,South America,FIFA World Cup,Lose
16-07-1994,Sweden,Bulgaria,Europe,Europe,FIFA World Cup,Win
17-07-1994,Brazil,Italy,South America,Europe,FIFA World Cup,Win
10-03-1996,Dominica,Antigua and Barbuda,North America,North America,FIFA World Cup qualification,Draw
24-03-1996,Dominican Republic,Aruba,North America,North America,FIFA World Cup qualification,Win
29-03-1996,Guyana,Grenada,South America,North America,FIFA World Cup qualification,Lose
31-03-1996,Antigua and Barbuda,Dominica,North America,North America,FIFA World Cup qualification,Lose
31-03-1996,Aruba,Dominican Republic,North America,North America,FIFA World Cup qualification,Lose
31-03-1996,Suriname,Jamaica,South America,North America,FIFA World Cup qualification,Lose
07-04-1996,Grenada,Guyana,North America,South America,FIFA World Cup qualification,Win
21-04-1996,Jamaica,Suriname,North America,South America,FIFA World Cup qualification,Win
24-04-1996,Argentina,Bolivia,South America,South America,FIFA World Cup qualification,Win
24-04-1996,Colombia,Paraguay,South America,South America,FIFA World Cup qualification,Win
24-04-1996,Ecuador,Peru,South America,South America,FIFA World Cup qualification,Win
24-04-1996,Greece,Slovenia,Europe,Europe,FIFA World Cup qualification,Win
24-04-1996,North Macedonia,Liechtenstein,Europe,Europe,FIFA World Cup qualification,Win
24-04-1996,Venezuela,Uruguay,South America,South America,FIFA World Cup qualification,Lose
05-05-1996,Nicaragua,Guatemala,North America,North America,FIFA World Cup qualification,Lose
05-05-1996,St. Kitts and Nevis,St. Lucia,North America,North America,FIFA World Cup qualification,Win
10-05-1996,Guatemala,Nicaragua,North America,North America,FIFA World Cup qualification,Win
12-05-1996,Cayman Islands,Cuba,North America,North America,FIFA World Cup qualification,Lose
12-05-1996,Haiti,Grenada,North America,North America,FIFA World Cup qualification,Win
14-05-1996,Cayman Islands,Cuba,North America,North America,FIFA World Cup qualification,Lose
14-05-1996,Dominica,Barbados,North America,North America,FIFA World Cup qualification,Lose
18-05-1996,Grenada,Haiti,North America,North America,FIFA World Cup qualification,Lose
19-05-1996,Barbados,Dominica,North America,North America,FIFA World Cup qualification,Win
19-05-1996,St. Lucia,St. Kitts and Nevis,North America,North America,FIFA World Cup qualification,Lose
31-05-1996,Mauritania,Burkina Faso,Africa,Africa,FIFA World Cup qualification,Draw
01-06-1996,Gambia,Liberia,Africa,Africa,FIFA World Cup qualification,Win
01-06-1996,Guinea-Bissau,Guinea,Africa,Africa,FIFA World Cup qualification,Win
01-06-1996,Iceland,North Macedonia,Europe,Europe,FIFA World Cup qualification,Draw
01-06-1996,Malawi,South Africa,Africa,Africa,FIFA World Cup qualification,Lose
01-06-1996,Namibia,Mozambique,Africa,Africa,FIFA World Cup qualification,Win
01-06-1996,Sudan,Zambia,Africa,Africa,FIFA World Cup qualification,Win
01-06-1996,Sweden,Belarus,Europe,Europe,FIFA World Cup qualification,Win
01-06-1996,Uganda,Angola,Africa,Africa,FIFA World Cup qualification,Lose
02-06-1996,Belize,Panama,North America,North America,FIFA World Cup qualification,Lose
02-06-1996,Burundi,Sierra Leone,Africa,Africa,FIFA World Cup qualification,Win
02-06-1996,Congo,Côte d'Ivoire,Africa,Africa,FIFA World Cup qualification,Win
02-06-1996,Ecuador,Argentina,South America,South America,FIFA World Cup qualification,Win
02-06-1996,Kenya,Algeria,Africa,Africa,FIFA World Cup qualification,Win
02-06-1996,Madagascar,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Lose
02-06-1996,Norway,Azerbaijan,Europe,Europe,FIFA World Cup qualification,Win
02-06-1996,Peru,Colombia,South America,South America,FIFA World Cup qualification,Draw
02-06-1996,Rwanda,Tunisia,Africa,Africa,FIFA World Cup qualification,Lose
02-06-1996,San Marino,Wales,Europe,Europe,FIFA World Cup qualification,Lose
02-06-1996,Eswatini,Gabon,Africa,Africa,FIFA World Cup qualification,Lose
02-06-1996,Togo,Senegal,Africa,Africa,FIFA World Cup qualification,Win
02-06-1996,Uruguay,Paraguay,South America,South America,FIFA World Cup qualification,Lose
02-06-1996,Venezuela,Chile,South America,South America,FIFA World Cup qualification,Draw
08-06-1996,Tanzania,Ghana,Africa,Africa,FIFA World Cup qualification,Draw
09-06-1996,Panama,Belize,North America,North America,FIFA World Cup qualification,Win
10-06-1996,Cuba,Haiti,North America,North America,FIFA World Cup qualification,Win
14-06-1996,Algeria,Kenya,Africa,Africa,FIFA World Cup qualification,Win
15-06-1996,Dominican Republic,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Lose
15-06-1996,Senegal,Togo,Africa,Africa,FIFA World Cup qualification,Draw
15-06-1996,South Africa,Malawi,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Angola,Uganda,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Burkina Faso,Mauritania,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Gabon,Eswatini,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Guinea,Guinea-Bissau,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Côte d'Ivoire,Congo,Africa,Africa,FIFA World Cup qualification,Draw
16-06-1996,Mozambique,Namibia,Africa,Africa,FIFA World Cup qualification,Draw
16-06-1996,Sierra Leone,Burundi,Africa,Africa,FIFA World Cup qualification,Lose
16-06-1996,Tunisia,Rwanda,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Zambia,Sudan,Africa,Africa,FIFA World Cup qualification,Win
16-06-1996,Zimbabwe,Madagascar,Africa,Africa,FIFA World Cup qualification,Draw
17-06-1996,Ghana,Tanzania,Africa,Africa,FIFA World Cup qualification,Win
23-06-1996,Barbados,Jamaica,North America,North America,FIFA World Cup qualification,Lose
23-06-1996,Liberia,Gambia,Africa,Africa,FIFA World Cup qualification,Win
23-06-1996,St. Kitts and Nevis,St. Vincent and the Grenadines,North America,North America,FIFA World Cup qualification,Draw
23-06-1996,Trinidad and Tobago,Dominican Republic,South America,North America,FIFA World Cup qualification,Win
30-06-1996,Haiti,Cuba,North America,North America,FIFA World Cup qualification,Draw
30-06-1996,Jamaica,Barbados,North America,North America,FIFA World Cup qualification,Win
30-06-1996,St. Vincent and the Grenadines,St. Kitts and Nevis,North America,North America,FIFA World Cup qualification,Draw
06-07-1996,Chile,Ecuador,South America,South America,FIFA World Cup qualification,Win
07-07-1996,Bolivia,Venezuela,South America,South America,FIFA World Cup qualification,Win
07-07-1996,Colombia,Uruguay,South America,South America,FIFA World Cup qualification,Win
07-07-1996,Peru,Argentina,South America,South America,FIFA World Cup qualification,Draw
30-08-1996,Canada,Panama,North America,North America,FIFA World Cup qualification,Win
31-08-1996,Armenia,Portugal,Europe,Europe,FIFA World Cup qualification,Draw
31-08-1996,Austria,Scotland,Europe,Europe,FIFA World Cup qualification,Draw
31-08-1996,Azerbaijan,Switzerland,Europe,Europe,FIFA World Cup qualification,Win
31-08-1996,Belarus,Estonia,Europe,Europe,FIFA World Cup qualification,Win
31-08-1996,Belgium,Turkey,Europe,Europe,FIFA World Cup qualification,Win
31-08-1996,Faroe Islands,Slovakia,Europe,Europe,FIFA World Cup qualification,Lose
31-08-1996,Liechtenstein,Republic of Ireland,Europe,Europe,FIFA World Cup qualification,Lose
31-08-1996,Northern Ireland,Ukraine,Europe,Europe,FIFA World Cup qualification,Lose
31-08-1996,Romania,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
31-08-1996,Wales,San Marino,Europe,Europe,FIFA World Cup qualification,Win
01-09-1996,Argentina,Paraguay,South America,South America,FIFA World Cup qualification,Draw
01-09-1996,Bolivia,Peru,South America,South America,FIFA World Cup qualification,Draw
01-09-1996,Colombia,Chile,South America,South America,FIFA World Cup qualification,Win
01-09-1996,Ecuador,Venezuela,South America,South America,FIFA World Cup qualification,Win
01-09-1996,Greece,Bosnia and Herzegovina,Europe,Europe,FIFA World Cup qualification,Win
01-09-1996,Hungary,Finland,Europe,Europe,FIFA World Cup qualification,Win
01-09-1996,Israel,Bulgaria,Europe,Europe,FIFA World Cup qualification,Win
01-09-1996,Latvia,Sweden,Europe,Europe,FIFA World Cup qualification,Lose
01-09-1996,Moldova,England,Europe,Europe,FIFA World Cup qualification,Lose
01-09-1996,Russia,Cyprus,Europe,Europe,FIFA World Cup qualification,Win
01-09-1996,Slovenia,Denmark,Europe,Europe,FIFA World Cup qualification,Lose
01-09-1996,Trinidad and Tobago,Costa Rica,South America,North America,FIFA World Cup qualification,Lose
04-09-1996,Faroe Islands,Spain,Europe,Europe,FIFA World Cup qualification,Lose
08-09-1996,El Salvador,Cuba,North America,North America,FIFA World Cup qualification,Win
15-09-1996,Jamaica,Honduras,North America,North America,FIFA World Cup qualification,Win
18-09-1996,Czech Republic,Malta,Europe,Europe,FIFA World Cup qualification,Win
18-09-1996,Solomon Islands,Vanuatu,Oceania,Oceania,FIFA World Cup qualification,Draw
20-09-1996,Qatar,Sri Lanka,Asia,Asia,FIFA World Cup qualification,Win
21-09-1996,Honduras,Mexico,North America,North America,FIFA World Cup qualification,Win
21-09-1996,India,Philippines,Asia,Asia,FIFA World Cup qualification,Win
22-09-1996,Panama,Cuba,North America,North America,FIFA World Cup qualification,Lose
22-09-1996,Slovakia,Malta,Europe,Europe,FIFA World Cup qualification,Win
23-09-1996,Qatar,Philippines,Asia,Asia,FIFA World Cup qualification,Win
24-09-1996,Sri Lanka,India,Asia,Asia,FIFA World Cup qualification,Draw
26-09-1996,Philippines,Sri Lanka,Asia,Asia,FIFA World Cup qualification,Lose
27-09-1996,Qatar,India,Asia,Asia,FIFA World Cup qualification,Win
05-10-1996,Estonia,Belarus,Europe,Europe,FIFA World Cup qualification,Win
05-10-1996,Latvia,Scotland,Europe,Europe,FIFA World Cup qualification,Lose
05-10-1996,Lithuania,Iceland,Europe,Europe,FIFA World Cup qualification,Win
05-10-1996,Moldova,Italy,Europe,Europe,FIFA World Cup qualification,Lose
05-10-1996,Northern Ireland,Armenia,Europe,Europe,FIFA World Cup qualification,Draw
05-10-1996,Ukraine,Portugal,Europe,Europe,FIFA World Cup qualification,Win
05-10-1996,Wales,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
06-10-1996,Finland,Switzerland,Europe,Europe,FIFA World Cup qualification,Lose
06-10-1996,Panama,El Salvador,North America,North America,FIFA World Cup qualification,Draw
06-10-1996,Trinidad and Tobago,Guatemala,South America,North America,FIFA World Cup qualification,Draw
08-10-1996,Bosnia and Herzegovina,Croatia,Europe,Europe,FIFA World Cup qualification,Lose
08-10-1996,Luxembourg,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
08-10-1996,Uruguay,Bolivia,South America,South America,FIFA World Cup qualification,Win
09-10-1996,Albania,Portugal,Europe,Europe,FIFA World Cup qualification,Lose
09-10-1996,Armenia,Germany,Europe,Europe,FIFA World Cup qualification,Lose
09-10-1996,Belarus,Latvia,Europe,Europe,FIFA World Cup qualification,Draw
09-10-1996,Czech Republic,Spain,Europe,Europe,FIFA World Cup qualification,Draw
09-10-1996,Denmark,Greece,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Ecuador,Colombia,South America,South America,FIFA World Cup qualification,Lose
09-10-1996,England,Poland,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Iceland,Romania,Europe,Europe,FIFA World Cup qualification,Lose
09-10-1996,Republic of Ireland,North Macedonia,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Israel,Russia,Europe,Europe,FIFA World Cup qualification,Draw
09-10-1996,Italy,Georgia,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Lithuania,Liechtenstein,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Norway,Hungary,Europe,Europe,FIFA World Cup qualification,Win
09-10-1996,Paraguay,Chile,South America,South America,FIFA World Cup qualification,Win
09-10-1996,San Marino,Belgium,Europe,Europe,FIFA World Cup qualification,Lose
09-10-1996,Sweden,Austria,Europe,Europe,FIFA World Cup qualification,Lose
09-10-1996,Venezuela,Argentina,South America,South America,FIFA World Cup qualification,Lose
10-10-1996,Canada,Cuba,North America,North America,FIFA World Cup qualification,Win
13-10-1996,Canada,Cuba,North America,North America,FIFA World Cup qualification,Win
16-10-1996,Mexico,Jamaica,North America,North America,FIFA World Cup qualification,Win
23-10-1996,Slovakia,Faroe Islands,Europe,Europe,FIFA World Cup qualification,Win
26-10-1996,Honduras,Jamaica,North America,North America,FIFA World Cup qualification,Draw
27-10-1996,Panama,Canada,North America,North America,FIFA World Cup qualification,Draw
03-11-1996,Canada,El Salvador,North America,North America,FIFA World Cup qualification,Win
03-11-1996,USA,Guatemala,North America,North America,FIFA World Cup qualification,Win
06-11-1996,Mexico,Honduras,North America,North America,FIFA World Cup qualification,Win
08-11-1996,Egypt,Namibia,Africa,Africa,FIFA World Cup qualification,Win
09-11-1996,Albania,Armenia,Europe,Europe,FIFA World Cup qualification,Draw
09-11-1996,Austria,Latvia,Europe,Europe,FIFA World Cup qualification,Win
09-11-1996,Georgia,England,Europe,Europe,FIFA World Cup qualification,Lose
09-11-1996,Germany,Northern Ireland,Europe,Europe,FIFA World Cup qualification,Draw
09-11-1996,Liechtenstein,North Macedonia,Europe,Europe,FIFA World Cup qualification,Lose
09-11-1996,Morocco,Sierra Leone,Africa,Africa,FIFA World Cup qualification,Win
09-11-1996,Netherlands,Wales,Europe,Europe,FIFA World Cup qualification,Win
09-11-1996,Nigeria,Burkina Faso,Africa,Africa,FIFA World Cup qualification,Win
09-11-1996,Portugal,Ukraine,Europe,Europe,FIFA World Cup qualification,Win
10-11-1996,Angola,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Win
10-11-1996,Azerbaijan,Hungary,Europe,Europe,FIFA World Cup qualification,Lose
10-11-1996,Bolivia,Colombia,South America,South America,FIFA World Cup qualification,Draw
10-11-1996,Congo,Zambia,Africa,Africa,FIFA World Cup qualification,Win
10-11-1996,Croatia,Greece,Europe,Europe,FIFA World Cup qualification,Draw
10-11-1996,Cyprus,Israel,Europe,Europe,FIFA World Cup qualification,Win
10-11-1996,El Salvador,Panama,North America,North America,FIFA World Cup qualification,Win
10-11-1996,Gabon,Ghana,Africa,Africa,FIFA World Cup qualification,Draw
10-11-1996,Guinea,Kenya,Africa,Africa,FIFA World Cup qualification,Win
10-11-1996,Republic of Ireland,Iceland,Europe,Europe,FIFA World Cup qualification,Draw
10-11-1996,Liberia,Tunisia,Africa,Africa,FIFA World Cup qualification,Lose
10-11-1996,Luxembourg,Russia,Europe,Europe,FIFA World Cup qualification,Lose
10-11-1996,Paraguay,Ecuador,South America,South America,FIFA World Cup qualification,Win
10-11-1996,Peru,Venezuela,South America,South America,FIFA World Cup qualification,Win
10-11-1996,Poland,Moldova,Europe,Europe,FIFA World Cup qualification,Win
10-11-1996,Scotland,Sweden,Europe,Europe,FIFA World Cup qualification,Win
10-11-1996,Slovenia,Bosnia and Herzegovina,Europe,Europe,FIFA World Cup qualification,Lose
10-11-1996,Switzerland,Norway,Europe,Europe,FIFA World Cup qualification,Lose
10-11-1996,Togo,Cameroon,Africa,Africa,FIFA World Cup qualification,Lose
10-11-1996,Turkey,San Marino,Europe,Europe,FIFA World Cup qualification,Win
10-11-1996,USA,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Win
12-11-1996,Chile,Uruguay,South America,South America,FIFA World Cup qualification,Win
13-11-1996,Spain,Slovakia,Europe,Europe,FIFA World Cup qualification,Win
17-11-1996,Costa Rica,Guatemala,North America,North America,FIFA World Cup qualification,Win
17-11-1996,Jamaica,Mexico,North America,North America,FIFA World Cup qualification,Win
24-11-1996,Guatemala,Costa Rica,North America,North America,FIFA World Cup qualification,Win
24-11-1996,Trinidad and Tobago,USA,South America,North America,FIFA World Cup qualification,Lose
01-12-1996,Costa Rica,USA,North America,North America,FIFA World Cup qualification,Win
01-12-1996,El Salvador,Cuba,North America,North America,FIFA World Cup qualification,Win
08-12-1996,Guatemala,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Win
14-12-1996,Belgium,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
14-12-1996,Cyprus,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
14-12-1996,North Macedonia,Romania,Europe,Europe,FIFA World Cup qualification,Lose
14-12-1996,Northern Ireland,Albania,Europe,Europe,FIFA World Cup qualification,Win
14-12-1996,Portugal,Germany,Europe,Europe,FIFA World Cup qualification,Draw
14-12-1996,USA,Costa Rica,North America,North America,FIFA World Cup qualification,Win
14-12-1996,Wales,Turkey,Europe,Europe,FIFA World Cup qualification,Draw
