date,home_team,away_team,home_team_continent,away_team_continent,tournament,home_team_result
1993-08-08,Bolivia,Uruguay,South America,South America,FIFA World Cup qualification,Win
1993-08-08,Ecuador,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-08-08,Paraguay,Argentina,South America,South America,FIFA World Cup qualification,Lose
1993-08-08,Peru,Colombia,South America,South America,FIFA World Cup qualification,Lose
1993-08-15,Australia,Canada,Oceania,North America,FIFA World Cup qualification,Win
1993-08-15,Bolivia,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-08-15,Colombia,Argentina,South America,South America,FIFA World Cup qualification,Win
1993-08-15,Uruguay,Brazil,South America,South America,FIFA World Cup qualification,Draw
1993-08-22,Argentina,Peru,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Bolivia,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Brazil,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Paraguay,Colombia,South America,South America,FIFA World Cup qualification,Draw
1993-08-22,Sweden,France,Europe,Europe,FIFA World Cup qualification,Draw
1993-08-25,Austria,Finland,Europe,Europe,FIFA World Cup qualification,Win
1993-08-25,Denmark,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
1993-08-29,Argentina,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1993-08-29,Brazil,Bolivia,South America,South America,FIFA World Cup qualification,Win
1993-08-29,Colombia,Peru,South America,South America,FIFA World Cup qualification,Win
1993-08-29,Uruguay,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-09-05,Argentina,Colombia,South America,South America,FIFA World Cup qualification,Lose
1993-09-05,Brazil,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-09-05,Ecuador,Uruguay,South America,South America,FIFA World Cup qualification,Lose
1993-09-05,Estonia,Portugal,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-05,Peru,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1993-09-08,Albania,Denmark,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Bulgaria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
1993-09-08,England,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Faroe Islands,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Finland,France,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Hungary,Russia,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Iceland,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Republic of Ireland,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Northern Ireland,Latvia,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Scotland,Switzerland,Europe,Europe,FIFA World Cup qualification,Draw
1993-09-12,Uruguay,Bolivia,South America,South America,FIFA World Cup qualification,Win
1993-09-12,Venezuela,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-09-19,Brazil,Uruguay,South America,South America,FIFA World Cup qualification,Win
1993-09-19,Ecuador,Bolivia,South America,South America,FIFA World Cup qualification,Draw
1993-09-22,Albania,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-22,Estonia,Italy,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-22,Norway,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-09-22,San Marino,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-25,Nigeria,Côte d'Ivoire,Africa,Africa,FIFA World Cup qualification,Win
1993-09-26,Zambia,Senegal,Africa,Africa,FIFA World Cup qualification,Win
1993-09-26,Zimbabwe,Guinea,Africa,Africa,FIFA World Cup qualification,Win
1993-10-08,Algeria,Nigeria,Africa,Africa,FIFA World Cup qualification,Draw
1993-10-10,Cameroon,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Win
1993-10-10,Morocco,Zambia,Africa,Africa,FIFA World Cup qualification,Win
1993-10-12,Luxembourg,Greece,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Bulgaria,Austria,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Denmark,Northern Ireland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,France,Israel,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Republic of Ireland,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Italy,Scotland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Netherlands,England,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Poland,Norway,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Portugal,Switzerland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Romania,Belgium,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Sweden,Finland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Wales,Cyprus,Europe,Europe,FIFA World Cup qualification,Win
1993-10-15,Korea DPR,Iraq,Asia,Asia,FIFA World Cup qualification,Win
1993-10-15,Saudi Arabia,Japan,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-16,IR Iran,Korea Republic,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-18,Japan,IR Iran,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-18,Korea DPR,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-19,Iraq,Korea Republic,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-21,Korea DPR,Japan,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-22,IR Iran,Iraq,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-22,Korea Republic,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-24,Iraq,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-25,IR Iran,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
1993-10-25,Japan,Korea Republic,Asia,Asia,FIFA World Cup qualification,Win
1993-10-27,Hungary,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
1993-10-27,Israel,Austria,Europe,Europe,FIFA World Cup qualification,Draw
1993-10-27,Turkey,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-28,Iraq,Japan,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-28,Korea Republic,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
1993-10-28,Saudi Arabia,IR Iran,Asia,Asia,FIFA World Cup qualification,Win
1993-10-31,Australia,Argentina,Oceania,South America,FIFA World Cup qualification,Draw
1993-11-10,Austria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
1993-11-10,Israel,Finland,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-10,Portugal,Estonia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-10,Turkey,Norway,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Argentina,Australia,South America,Oceania,FIFA World Cup qualification,Win
1993-11-17,France,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Greece,Russia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Italy,Portugal,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Malta,Scotland,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Northern Ireland,Republic of Ireland,Europe,Europe,FIFA World Cup qualification,Draw
1993-11-17,Poland,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,San Marino,England,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Spain,Denmark,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Switzerland,Estonia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Wales,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1996-03-10,Dominica,Antigua and Barbuda,North America,North America,FIFA World Cup qualification,Draw
1996-03-24,Dominican Republic,Aruba,North America,North America,FIFA World Cup qualification,Win
1996-03-29,Guyana,Grenada,South America,North America,FIFA World Cup qualification,Lose
1996-03-31,Antigua and Barbuda,Dominica,North America,North America,FIFA World Cup qualification,Lose
1996-03-31,Aruba,Dominican Republic,North America,North America,FIFA World Cup qualification,Lose
1996-03-31,Suriname,Jamaica,South America,North America,FIFA World Cup qualification,Lose
1996-04-07,Grenada,Guyana,North America,South America,FIFA World Cup qualification,Win
1996-04-21,Jamaica,Suriname,North America,South America,FIFA World Cup qualification,Win
1996-04-24,Argentina,Bolivia,South America,South America,FIFA World Cup qualification,Win
1996-04-24,Colombia,Paraguay,South America,South America,FIFA World Cup qualification,Win
1996-04-24,Ecuador,Peru,South America,South America,FIFA World Cup qualification,Win
1996-04-24,Greece,Slovenia,Europe,Europe,FIFA World Cup qualification,Win
1996-04-24,North Macedonia,Liechtenstein,Europe,Europe,FIFA World Cup qualification,Win
1996-04-24,Venezuela,Uruguay,South America,South America,FIFA World Cup qualification,Lose
1996-05-05,Nicaragua,Guatemala,North America,North America,FIFA World Cup qualification,Lose
1996-05-05,St. Kitts and Nevis,St. Lucia,North America,North America,FIFA World Cup qualification,Win
1996-05-10,Guatemala,Nicaragua,North America,North America,FIFA World Cup qualification,Win
1996-05-12,Cayman Islands,Cuba,North America,North America,FIFA World Cup qualification,Lose
1996-05-12,Haiti,Grenada,North America,North America,FIFA World Cup qualification,Win
1996-05-14,Cayman Islands,Cuba,North America,North America,FIFA World Cup qualification,Lose
1996-05-14,Dominica,Barbados,North America,North America,FIFA World Cup qualification,Lose
1996-05-18,Grenada,Haiti,North America,North America,FIFA World Cup qualification,Lose
1996-05-19,Barbados,Dominica,North America,North America,FIFA World Cup qualification,Win
1996-05-19,St. Lucia,St. Kitts and Nevis,North America,North America,FIFA World Cup qualification,Lose
1996-05-31,Mauritania,Burkina Faso,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-01,Gambia,Liberia,Africa,Africa,FIFA World Cup qualification,Win
1996-06-01,Guinea-Bissau,Guinea,Africa,Africa,FIFA World Cup qualification,Win
1996-06-01,Iceland,North Macedonia,Europe,Europe,FIFA World Cup qualification,Draw
1996-06-01,Malawi,South Africa,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-01,Namibia,Mozambique,Africa,Africa,FIFA World Cup qualification,Win
1996-06-01,Sudan,Zambia,Africa,Africa,FIFA World Cup qualification,Win
1996-06-01,Sweden,Belarus,Europe,Europe,FIFA World Cup qualification,Win
1996-06-01,Uganda,Angola,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-02,Belize,Panama,North America,North America,FIFA World Cup qualification,Lose
1996-06-02,Burundi,Sierra Leone,Africa,Africa,FIFA World Cup qualification,Win
1996-06-02,Congo,Côte d'Ivoire,Africa,Africa,FIFA World Cup qualification,Win
1996-06-02,Ecuador,Argentina,South America,South America,FIFA World Cup qualification,Win
1996-06-02,Kenya,Algeria,Africa,Africa,FIFA World Cup qualification,Win
1996-06-02,Madagascar,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-02,Norway,Azerbaijan,Europe,Europe,FIFA World Cup qualification,Win
1996-06-02,Peru,Colombia,South America,South America,FIFA World Cup qualification,Draw
1996-06-02,Rwanda,Tunisia,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-02,San Marino,Wales,Europe,Europe,FIFA World Cup qualification,Lose
1996-06-02,Eswatini,Gabon,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-02,Togo,Senegal,Africa,Africa,FIFA World Cup qualification,Win
1996-06-02,Uruguay,Paraguay,South America,South America,FIFA World Cup qualification,Lose
1996-06-02,Venezuela,Chile,South America,South America,FIFA World Cup qualification,Draw
1996-06-08,Tanzania,Ghana,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-09,Panama,Belize,North America,North America,FIFA World Cup qualification,Win
1996-06-10,Cuba,Haiti,North America,North America,FIFA World Cup qualification,Win
1996-06-14,Algeria,Kenya,Africa,Africa,FIFA World Cup qualification,Win
1996-06-15,Dominican Republic,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Lose
1996-06-15,Senegal,Togo,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-15,South Africa,Malawi,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Angola,Uganda,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Burkina Faso,Mauritania,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Gabon,Eswatini,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Guinea,Guinea-Bissau,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Côte d'Ivoire,Congo,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-16,Mozambique,Namibia,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-16,Sierra Leone,Burundi,Africa,Africa,FIFA World Cup qualification,Lose
1996-06-16,Tunisia,Rwanda,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Zambia,Sudan,Africa,Africa,FIFA World Cup qualification,Win
1996-06-16,Zimbabwe,Madagascar,Africa,Africa,FIFA World Cup qualification,Draw
1996-06-17,Ghana,Tanzania,Africa,Africa,FIFA World Cup qualification,Win
1996-06-23,Barbados,Jamaica,North America,North America,FIFA World Cup qualification,Lose
1996-06-23,Liberia,Gambia,Africa,Africa,FIFA World Cup qualification,Win
1996-06-23,St. Kitts and Nevis,St. Vincent and the Grenadines,North America,North America,FIFA World Cup qualification,Draw
1996-06-23,Trinidad and Tobago,Dominican Republic,South America,North America,FIFA World Cup qualification,Win
1996-06-30,Haiti,Cuba,North America,North America,FIFA World Cup qualification,Draw
1996-06-30,Jamaica,Barbados,North America,North America,FIFA World Cup qualification,Win
1996-06-30,St. Vincent and the Grenadines,St. Kitts and Nevis,North America,North America,FIFA World Cup qualification,Draw
1996-07-06,Chile,Ecuador,South America,South America,FIFA World Cup qualification,Win
1996-07-07,Bolivia,Venezuela,South America,South America,FIFA World Cup qualification,Win
1996-07-07,Colombia,Uruguay,South America,South America,FIFA World Cup qualification,Win
1996-07-07,Peru,Argentina,South America,South America,FIFA World Cup qualification,Draw
1996-08-30,Canada,Panama,North America,North America,FIFA World Cup qualification,Win
1996-08-31,Armenia,Portugal,Europe,Europe,FIFA World Cup qualification,Draw
1996-08-31,Austria,Scotland,Europe,Europe,FIFA World Cup qualification,Draw
1996-08-31,Azerbaijan,Switzerland,Europe,Europe,FIFA World Cup qualification,Win
1996-08-31,Belarus,Estonia,Europe,Europe,FIFA World Cup qualification,Win
1996-08-31,Belgium,Turkey,Europe,Europe,FIFA World Cup qualification,Win
1996-08-31,Faroe Islands,Slovakia,Europe,Europe,FIFA World Cup qualification,Lose
1996-08-31,Liechtenstein,Republic of Ireland,Europe,Europe,FIFA World Cup qualification,Lose
1996-08-31,Northern Ireland,Ukraine,Europe,Europe,FIFA World Cup qualification,Lose
1996-08-31,Romania,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
1996-08-31,Wales,San Marino,Europe,Europe,FIFA World Cup qualification,Win
1996-09-01,Argentina,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1996-09-01,Bolivia,Peru,South America,South America,FIFA World Cup qualification,Draw
1996-09-01,Colombia,Chile,South America,South America,FIFA World Cup qualification,Win
1996-09-01,Ecuador,Venezuela,South America,South America,FIFA World Cup qualification,Win
1996-09-01,Greece,Bosnia and Herzegovina,Europe,Europe,FIFA World Cup qualification,Win
1996-09-01,Hungary,Finland,Europe,Europe,FIFA World Cup qualification,Win
1996-09-01,Israel,Bulgaria,Europe,Europe,FIFA World Cup qualification,Win
1996-09-01,Latvia,Sweden,Europe,Europe,FIFA World Cup qualification,Lose
1996-09-01,Moldova,England,Europe,Europe,FIFA World Cup qualification,Lose
1996-09-01,Russia,Cyprus,Europe,Europe,FIFA World Cup qualification,Win
1996-09-01,Slovenia,Denmark,Europe,Europe,FIFA World Cup qualification,Lose
1996-09-01,Trinidad and Tobago,Costa Rica,South America,North America,FIFA World Cup qualification,Lose
1996-09-04,Faroe Islands,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1996-09-08,El Salvador,Cuba,North America,North America,FIFA World Cup qualification,Win
1996-09-15,Jamaica,Honduras,North America,North America,FIFA World Cup qualification,Win
1996-09-18,Czech Republic,Malta,Europe,Europe,FIFA World Cup qualification,Win
1996-09-18,Solomon Islands,Vanuatu,Oceania,Oceania,FIFA World Cup qualification,Draw
1996-09-20,Qatar,Sri Lanka,Asia,Asia,FIFA World Cup qualification,Win
1996-09-21,Honduras,Mexico,North America,North America,FIFA World Cup qualification,Win
1996-09-21,India,Philippines,Asia,Asia,FIFA World Cup qualification,Win
1996-09-22,Panama,Cuba,North America,North America,FIFA World Cup qualification,Lose
1996-09-22,Slovakia,Malta,Europe,Europe,FIFA World Cup qualification,Win
1996-09-23,Qatar,Philippines,Asia,Asia,FIFA World Cup qualification,Win
1996-09-24,Sri Lanka,India,Asia,Asia,FIFA World Cup qualification,Draw
1996-09-26,Philippines,Sri Lanka,Asia,Asia,FIFA World Cup qualification,Lose
1996-09-27,Qatar,India,Asia,Asia,FIFA World Cup qualification,Win
1996-10-05,Estonia,Belarus,Europe,Europe,FIFA World Cup qualification,Win
1996-10-05,Latvia,Scotland,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-05,Lithuania,Iceland,Europe,Europe,FIFA World Cup qualification,Win
1996-10-05,Moldova,Italy,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-05,Northern Ireland,Armenia,Europe,Europe,FIFA World Cup qualification,Draw
1996-10-05,Ukraine,Portugal,Europe,Europe,FIFA World Cup qualification,Win
1996-10-05,Wales,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-06,Finland,Switzerland,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-06,Panama,El Salvador,North America,North America,FIFA World Cup qualification,Draw
1996-10-06,Trinidad and Tobago,Guatemala,South America,North America,FIFA World Cup qualification,Draw
1996-10-08,Bosnia and Herzegovina,Croatia,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-08,Luxembourg,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-08,Uruguay,Bolivia,South America,South America,FIFA World Cup qualification,Win
1996-10-09,Albania,Portugal,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-09,Armenia,Germany,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-09,Belarus,Latvia,Europe,Europe,FIFA World Cup qualification,Draw
1996-10-09,Czech Republic,Spain,Europe,Europe,FIFA World Cup qualification,Draw
1996-10-09,Denmark,Greece,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Ecuador,Colombia,South America,South America,FIFA World Cup qualification,Lose
1996-10-09,England,Poland,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Iceland,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-09,Republic of Ireland,North Macedonia,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Israel,Russia,Europe,Europe,FIFA World Cup qualification,Draw
1996-10-09,Italy,Georgia,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Lithuania,Liechtenstein,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Norway,Hungary,Europe,Europe,FIFA World Cup qualification,Win
1996-10-09,Paraguay,Chile,South America,South America,FIFA World Cup qualification,Win
1996-10-09,San Marino,Belgium,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-09,Sweden,Austria,Europe,Europe,FIFA World Cup qualification,Lose
1996-10-09,Venezuela,Argentina,South America,South America,FIFA World Cup qualification,Lose
1996-10-10,Canada,Cuba,North America,North America,FIFA World Cup qualification,Win
1996-10-13,Canada,Cuba,North America,North America,FIFA World Cup qualification,Win
1996-10-16,Mexico,Jamaica,North America,North America,FIFA World Cup qualification,Win
1996-10-23,Slovakia,Faroe Islands,Europe,Europe,FIFA World Cup qualification,Win
1996-10-26,Honduras,Jamaica,North America,North America,FIFA World Cup qualification,Draw
1996-10-27,Panama,Canada,North America,North America,FIFA World Cup qualification,Draw
1996-11-03,Canada,El Salvador,North America,North America,FIFA World Cup qualification,Win
1996-11-03,USA,Guatemala,North America,North America,FIFA World Cup qualification,Win
1996-11-06,Mexico,Honduras,North America,North America,FIFA World Cup qualification,Win
1996-11-08,Egypt,Namibia,Africa,Africa,FIFA World Cup qualification,Win
1996-11-09,Albania,Armenia,Europe,Europe,FIFA World Cup qualification,Draw
1996-11-09,Austria,Latvia,Europe,Europe,FIFA World Cup qualification,Win
1996-11-09,Georgia,England,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-09,Germany,Northern Ireland,Europe,Europe,FIFA World Cup qualification,Draw
1996-11-09,Liechtenstein,North Macedonia,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-09,Morocco,Sierra Leone,Africa,Africa,FIFA World Cup qualification,Win
1996-11-09,Netherlands,Wales,Europe,Europe,FIFA World Cup qualification,Win
1996-11-09,Nigeria,Burkina Faso,Africa,Africa,FIFA World Cup qualification,Win
1996-11-09,Portugal,Ukraine,Europe,Europe,FIFA World Cup qualification,Win
1996-11-10,Angola,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Win
1996-11-10,Azerbaijan,Hungary,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-10,Bolivia,Colombia,South America,South America,FIFA World Cup qualification,Draw
1996-11-10,Congo,Zambia,Africa,Africa,FIFA World Cup qualification,Win
1996-11-10,Croatia,Greece,Europe,Europe,FIFA World Cup qualification,Draw
1996-11-10,Cyprus,Israel,Europe,Europe,FIFA World Cup qualification,Win
1996-11-10,El Salvador,Panama,North America,North America,FIFA World Cup qualification,Win
1996-11-10,Gabon,Ghana,Africa,Africa,FIFA World Cup qualification,Draw
1996-11-10,Guinea,Kenya,Africa,Africa,FIFA World Cup qualification,Win
1996-11-10,Republic of Ireland,Iceland,Europe,Europe,FIFA World Cup qualification,Draw
1996-11-10,Liberia,Tunisia,Africa,Africa,FIFA World Cup qualification,Lose
1996-11-10,Luxembourg,Russia,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-10,Paraguay,Ecuador,South America,South America,FIFA World Cup qualification,Win
1996-11-10,Peru,Venezuela,South America,South America,FIFA World Cup qualification,Win
1996-11-10,Poland,Moldova,Europe,Europe,FIFA World Cup qualification,Win
1996-11-10,Scotland,Sweden,Europe,Europe,FIFA World Cup qualification,Win
1996-11-10,Slovenia,Bosnia and Herzegovina,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-10,Switzerland,Norway,Europe,Europe,FIFA World Cup qualification,Lose
1996-11-10,Togo,Cameroon,Africa,Africa,FIFA World Cup qualification,Lose
1996-11-10,Turkey,San Marino,Europe,Europe,FIFA World Cup qualification,Win
1996-11-10,USA,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Win
1996-11-12,Chile,Uruguay,South America,South America,FIFA World Cup qualification,Win
1996-11-13,Spain,Slovakia,Europe,Europe,FIFA World Cup qualification,Win
1996-11-17,Costa Rica,Guatemala,North America,North America,FIFA World Cup qualification,Win
1996-11-17,Jamaica,Mexico,North America,North America,FIFA World Cup qualification,Win
1996-11-24,Guatemala,Costa Rica,North America,North America,FIFA World Cup qualification,Win
1996-11-24,Trinidad and Tobago,USA,South America,North America,FIFA World Cup qualification,Lose
1996-12-01,Costa Rica,USA,North America,North America,FIFA World Cup qualification,Win
1996-12-01,El Salvador,Cuba,North America,North America,FIFA World Cup qualification,Win
1996-12-08,Guatemala,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Win
1996-12-14,Belgium,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1996-12-14,Cyprus,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
1996-12-14,North Macedonia,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1996-12-14,Northern Ireland,Albania,Europe,Europe,FIFA World Cup qualification,Win
1996-12-14,Portugal,Germany,Europe,Europe,FIFA World Cup qualification,Draw
1996-12-14,USA,Costa Rica,North America,North America,FIFA World Cup qualification,Win
1996-12-14,Wales,Turkey,Europe,Europe,FIFA World Cup qualification,Draw
1996-12-15,Argentina,Chile,South America,South America,FIFA World Cup qualification,Draw
1996-12-15,Bolivia,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1996-12-15,El Salvador,Canada,North America,North America,FIFA World Cup qualification,Lose
1996-12-15,Israel,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
1996-12-15,Panama,Cuba,North America,North America,FIFA World Cup qualification,Win
1996-12-15,Uruguay,Peru,South America,South America,FIFA World Cup qualification,Win
1996-12-15,Venezuela,Colombia,South America,South America,FIFA World Cup qualification,Lose
1996-12-18,Malta,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1996-12-21,Costa Rica,Trinidad and Tobago,North America,South America,FIFA World Cup qualification,Win
1996-12-21,Guatemala,USA,North America,North America,FIFA World Cup qualification,Draw
1997-01-11,Namibia,Liberia,Africa,Africa,FIFA World Cup qualification,Draw
1997-01-11,Sierra Leone,Gabon,Africa,Africa,FIFA World Cup qualification,Win
1997-01-11,Zambia,South Africa,Africa,Africa,FIFA World Cup qualification,Draw
1997-01-12,Bolivia,Ecuador,South America,South America,FIFA World Cup qualification,Win
1997-01-12,Burkina Faso,Guinea,Africa,Africa,FIFA World Cup qualification,Lose
1997-01-12,Cameroon,Angola,Africa,Africa,FIFA World Cup qualification,Draw
1997-01-12,Ghana,Morocco,Africa,Africa,FIFA World Cup qualification,Draw
1997-01-12,Kenya,Nigeria,Africa,Africa,FIFA World Cup qualification,Draw
1997-01-12,Peru,Chile,South America,South America,FIFA World Cup qualification,Win
1997-01-12,Tunisia,Egypt,Africa,Africa,FIFA World Cup qualification,Win
1997-01-12,Uruguay,Argentina,South America,South America,FIFA World Cup qualification,Draw
1997-01-12,Venezuela,Paraguay,South America,South America,FIFA World Cup qualification,Lose
1997-01-12,Zimbabwe,Togo,Africa,Africa,FIFA World Cup qualification,Win
1997-02-11,Estonia,Scotland,Europe,Europe,FIFA World Cup qualification,Draw
1997-02-12,Bolivia,Chile,South America,South America,FIFA World Cup qualification,Draw
1997-02-12,Colombia,Argentina,South America,South America,FIFA World Cup qualification,Lose
1997-02-12,Ecuador,Uruguay,South America,South America,FIFA World Cup qualification,Win
1997-02-12,England,Italy,Europe,Europe,FIFA World Cup qualification,Lose
1997-02-12,Paraguay,Peru,South America,South America,FIFA World Cup qualification,Win
1997-02-12,Spain,Malta,Europe,Europe,FIFA World Cup qualification,Win
1997-02-15,Tonga,Solomon Islands,Africa,Oceania,FIFA World Cup qualification,Lose
1997-02-22,Hong Kong,Korea Republic,Asia,Asia,FIFA World Cup qualification,Lose
1997-03-01,Solomon Islands,Tonga,Oceania,Africa,FIFA World Cup qualification,Win
1997-03-02,Jamaica,USA,North America,North America,FIFA World Cup qualification,Draw
1997-03-02,Mexico,Canada,North America,North America,FIFA World Cup qualification,Win
1997-03-02,Thailand,Korea Republic,Asia,Asia,FIFA World Cup qualification,Lose
1997-03-09,Thailand,Hong Kong,Asia,Asia,FIFA World Cup qualification,Win
1997-03-16,Costa Rica,Mexico,North America,North America,FIFA World Cup qualification,Draw
1997-03-16,Malaysia,Bangladesh,Asia,Asia,FIFA World Cup qualification,Win
1997-03-16,USA,Canada,North America,North America,FIFA World Cup qualification,Win
1997-03-18,Bangladesh,Chinese Taipei,Asia,Asia,FIFA World Cup qualification,Lose
1997-03-18,Malaysia,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
1997-03-20,Bangladesh,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Lose
1997-03-20,Malaysia,Chinese Taipei,Asia,Asia,FIFA World Cup qualification,Win
1997-03-23,Costa Rica,USA,North America,North America,FIFA World Cup qualification,Win
1997-03-23,Nepal,Macau,Asia,Asia,FIFA World Cup qualification,Draw
1997-03-23,Oman,Japan,Asia,Asia,FIFA World Cup qualification,Lose
1997-03-25,Macau,Japan,Asia,Asia,FIFA World Cup qualification,Lose
